Campus	Department Name	Course Number	Course Name	Credits	Areas of Knowledge	Quarters Offered	Offered with	Prerequisites	Co-Requisites	Description
Bothell	BIS	245	Environment and Humanities	5	I&S					Examines complex and historically situated ways that humans imagine, represent, and inhabit more-than-human worlds. Focuses on close reading and interpretation skills by analyzing cultural texts such as fiction, nature writing, poetry, and the visual arts. Traces interdisciplinary relations between literary history, environmental studies, and critical theory.
Bothell	BIS	246	Introduction to Sustainability	5	I&S					Provides a framework to explore the various meanings, justifications, possibilities, and contentious nature of both sustainability and sustainable development.  Differentiates between these terms as buzzwords, philosophical ideals, political movements, and ethical lenses for analysis, policy, and management of human actions.
Bothell	BIS	250	How Things Work: Motion and Mechanics	5	I&S/NW					Introduces basic scientific concepts needed to understand technologies encountered in everyday life. Themes may include the physics of motion and thermodynamics, and the applications in heating/coming and transportation. Readings focus on the history of science and invention.
Bothell	BIS	251	How Things Work: Electricity and Invention	5	I&S/NW					Introduces basic scientific concepts needed to understand technologies encountered in everyday life. Focuses on electricity and its applications in various electronic devices, appliances, and systems. Readings in the history of technology develop the context in which discovery, invention, and innovation unfold.
Bothell	BIS	252	Politics of Science	5	I&S, DIV					"Explores the cultural politics of scientific practice with particular attention to toxic exposure, biomedical research, genetic science, and constructs of race and gender.  Investigates how social and scientific ""truths"" are negotiated through normative understandings of the body.  Considers the powerful role of doubt and uncertainty in scientific knowledge production."
Bothell	BIS	255	Critical Diversity Studies	5	I&S, DIV	Sp	BEDUC255			Introduces theories, concepts, research, and polices that provide a foundation for exploring connections between diversity and equity and for recognizing ways in which these connections are relevant to individuals, institutions, and the world. Offered: jointly with B EDUC 255; Sp.
Bothell	BIS	256	Introduction to African American Studies	5	I&S, DIV					Introduces the history, culture, and politics of people of African descent in inside and outside the United States.
Bothell	BIS	257	Introduction to Asian American Studies	5	I&S, DIV					Introduces the histories, cultures, and politics of Asian Americans. Draws from history, literature, humanities, philosophies, the arts, film, and related areas of inquiry to examine power and politics in the Asian American experience.
Bothell	BIS	258	Introduction to United States Latina/Latino Studies	5	I&S, DIV					Introduces the history, culture, and politics of people of Latin descent in local and global context. Draws from history, literature, humanities, philosophy, the arts, film, and related areas of inquiry.
Bothell	BIS	260	Introduction to World Religions	5	I&S					Explores the world's major religious traditions. Stresses the wide range of perspectives within each tradition, their porous boundaries, contested beliefs, and multiple practices as they have adapted to new circumstances and the needs of changing communities over time.
Bothell	BIS	261	Introduction to Film Studies	5	VLPA					Provides an introduction to cinema as an artistic medium, as a source of entertainment, as a platform for cultural critique, and as a cluster of social institutions with significant political and economic power.
Bothell	BIS	263	Literature into Film	5	VLPA					Studies the process of artistic adaptation by examining how significant literary works are translated into the medium of film. Explores the respective strengths and possibilities as well as the unique challenges, of literary and cinematic communication.
Bothell	BIS	264	Africa on Film	5	VLPA/I&S					Introduces historical and contemporary issues facing the continent of Africa through an examination of films dealing with African themes. Addresses the strengths and weaknesses of how African issues are depicted within and outside the continent.
Bothell	BIS	265	Introduction to Comparative Ethnic Studies	5	I&S, DIV					Focuses on differences of power, perspective, and privilege of racial and ethnic groups within and beyond the United States. Explores opportunities and strategies for alliance and coalition historically and into the present. Stresses diverse interpretive and methodological approaches.
Bothell	BIS	266	United States History to 1865	5	I&S					"Examines key events and problems in U.S. history from European-Native American contact to the end of the Civil War. Focuses on the practice of ""doing history"" by applying historical thinking skills to a wide range of primary documents."
Bothell	BIS	267	United States History from 1865	5	I&S					"Examines key events and problems in U.S. history from the Civil War to the recent past. Focuses on the practice of ""doing history"" by applying historical thinking skills to a wide rage of primary documents."
Bothell	BIS	268	Problems in World History to 1500	5	I&S					Surveys problems in world history up to 1500.
Bothell	BIS	269	Problems in World History after 1500	5	I&S					Surveys problems in world history from 1500 to present.
Bothell	BIS	270	Abnormal Psychology	5	I&S					"General instruction to the study and treatment of psychopathology. Covers research on and theories about definitions and ""causes"" of psychological problems from a variety of perspectives. Addresses some of the major classes of mental health problems, such as mood and anxiety disorders, their causes and treatment."
Bothell	BIS	275	Social Problems	5	I&S					Explores how challenges to society; such as crime, violence, injustice, poverty, and disease; are framed as social problems and then related to solutions. Examines the role of major institutions in problem identification, the power of language and media, and how social agendas are determined.
Bothell	BIS	280	U.S. Political Processes	5	I&S					Studies interaction between U.S. governmental institutions at all levels and civil society. Examines a variety of theoretical viewpoints and the relationships between private and public institutions, behaviors, and traditions.
Bothell	BIS	281	Contemporary Political Ideas and Ideologies	5	I&S					Explores different views on the purpose of government and nature of human society.  Concepts examined include democracy, freedom, equality, justice, nation, and community; ideologies examined may include cosmopolitanism, nationalism, liberalism, anarchism, conservatism, and socialism.
Bothell	BIS	282	Globalization	5	I&S					Investigates different meaning of the claims about globalization, a term often used to describe processes of change that take place across and outside of national contexts. Critically examines contemporary global processes in order to explore their impacts on our lives.
Bothell	BIS	283	Introduction to Law	5	I&S	A,W,Sp				Introduction to the structure of the legal system. Covers how the United States legal system reflects and forms social values; resolves disputes; deals with criminal procedures; addresses torts and contracts; and examines the functioning of the Constitution. Offered: AWSp.
Bothell	BIS	284	International Relations	5	I&S					Surveys basic themes in international relations within the context of diplomatic history and American foreign policy. Emphasizes basic motivational drives of world politics, including national interests, ideology, morality, and nationalism. Discussion of war, diplomacy, American foreign policy, and international organization sheds light on the perennial struggle for power among nations, the security dilemma and instruments of global cooperation.
Bothell	BIS	285	Seminar in Biology	3	I&S/NW		BBIO285			Supervised readings and group discussion on a specific area of biology. Topics vary with instructor. Offered: jointly with B BIO 285.
Bothell	BIS	290	Research in Action	2		A,W,Sp				Introduces research practices, methods, and processes in the different (inter
Bothell	BIS	293	Special Topics	2						Examines different subjects or problems from an interdisciplinary framework.
Bothell	BIS	294	The Arts of Collaboration: Working in Teams	5						Explores the theoretical foundations for effective team leadership, collaboration, and shared decision making. Develops team leader and member competencies.
Bothell	BIS	295	Community-Based Practice	5						Links academic study to experiential and community-based learning conducted at on- or off-campus sites. Topics and sites may vary with instructor.
Bothell	BIS	300	Interdisciplinary Inquiry	5						Introduction to advanced work in interdisciplinary studies centered on broadly based questions and problems. Stresses the skills necessary to engage in upper-division research and learning in the Interdisciplinary Arts and Sciences Program.
Bothell	BIS	301	Narrative Forms	5	VLPA					Examines the form, function, and textual conventions of such narrative forms as (auto
Bothell	BIS	302	Issues in Mathematics Across Cultures	5	I&S					Examines the role of mathematics in informing and shaping human understanding of the world. Explores contemporary and historical issues in the development and application of mathematical theories and philosophies. Focus varies with instructor and may include ethnomathematics, women in mathematics, media representations of the mathematical sciences, and mathematics and warfare.
Bothell	BIS	304	Introduction to Political Economy and the Environment	5	I&S					Studies an interdisciplinary approach to political economy and the environment. Focuses on the theoretical and historical basis of modern economic ideas and the history of industrial development, examining the interaction between politics, market formation, notions of value, and the natural world. Explores the promises and limitations of markets to justify, allocate resources, and the sustainability of capitalism.
Bothell	BIS	305	Issues in Social and Political Philosophy	5	I&S					 I&SA philosophical investigation of conceptual and normative issues associated with one of several broad domains of social and political thought: human rights, the varieties of human conflict, and war and peace. Examines both classical and recent texts. Brings theoretical perspectives to bear on contemporary issues.
Bothell	BIS	306	Marine Diversity and Conservation	5	I&S/NW					Exploration of marine biodiversity of the Pacific Northwest. Basic concepts in evolution, development, ecology, and conservation are introduced through inquiry-guided exercises based in the marine environment. Examination of human impacts on marine environments and subsequent consequences for human health and welfare.
Bothell	BIS	307	Environmental Justice	5	I&S					Explores issues of social equity associated with environmental hazards, risks, and benefits. Examines the ways social structures, environmental decision-making procedures, and scientific and technological practices distribute the burden of environmental problems, as well as community response through political action and cultural production.
Bothell	BIS	308	Issues in Philosophy and Culture	5						Examines a central problem associated with the nature, varieties, values, and transmission of cultures. Alternative problems to be emphasized include the cultural relativity of truth and value, multi-cultural education, and knowledge and practice. Emphasizes philosophical texts. Also considers writings from sociology, anthropology, history and literature.
Bothell	BIS	309	History of Dance in Europe and America	5	VLPA					Discussion of the major developments in European and American dance history. Dances from the court, ballroom, and theater including masterpieces from the modern repertoire. Based on primary source material and film recreations that document dance's social and theatrical role from the Renaissance to the present.
Bothell	BIS	310	Women, Culture, and Development	5	I&S, DIV					Facilitates a critical understanding of the social, cultural, political, and economic positions of women in the developing world. Addresses colonialism and post-colonialism, feminist theories of development, and practices of globalization.
Bothell	BIS	312	Approaches to Social Research	5	I&S					Deals with the why and how of social research. Covers two main themes: the epistemology of social science and the logic of research design. Students learn to assess the strengths of various methodologies, evaluate research results, and initiate future inquiries of their own.
Bothell	BIS	313	Issues in Media Studies	5	VLPA/I&S					Examines a variety of issues involved in understanding different forms of media and their impact on our lives, in contexts spanning from local to global, using a wide range of theoretical, disciplinary, and methodological approaches.
Bothell	BIS	314	Topics in Geography	5	I&S					Topics /areas of study may include: cultural geography, physical geography, geography of globalization.
Bothell	BIS	315	Understanding Statistics	5	I&S/NW, QSR					Presentation of key concepts for understanding and judging reports of statistical analyses and for performing and reporting valid statistical analyses using a limited set of measures and tests.
Bothell	BIS	316	Topics in Psychology	5	I&S					Examination of a specific topic in order to provide a deeper understanding of a particular aspect of psychology. Topics may include the history of psychology; human memory; dreaming; cognitive psychology.
Bothell	BIS	317	Language, Society, and Cultural Knowledge	5	VLPA/I&S					Explores the determining role of language in human communication, culture and worldview; and the implications of language structure and content to forms of communicative interaction. Review and critique of theories of language as a social phenomena.
Bothell	BIS	319	Public Arts and Ecological Restoration	5	NW/VLPA					Explores the intersection of public art and ecological restoration. Examines how the natural environment informs human identity and how humans have transformed the environment. Provides an understanding of environmental challenges related to artistic representations of nature and some of the possible opportunities for solving them.
Bothell	BIS	320	Comparative Political Economies	5	I&S					"Examines the production and distribution of goods, the organization of labor, and systems of wealth and power in diverse cultural settings within and outside the realm of ""classical"" capitalist development. Analyzes interactions between political constituencies and the economies they attempt to govern."
Bothell	BIS	321	Human Rights and the Arts	5	I&S/VLPA					Examines the relationship among politics, legal realm of rights, and aesthetics, with a focus on one or more art forms.
Bothell	BIS	322	Topics in Performance Studies	5	VLPA					Examination of a specific topic in order to provide a deeper understanding of a particular aspect of the study of performance. Topics may include transnationalism and performance; eco-performance, community performance; African and Asian theatre. Topics and approaches may vary with instructor.
Bothell	BIS	323	History of Photography	5	VLPA/I&S	A,S				Examines the history of world photography with an emphasis on European, North American, and Latin American photography. Offered: AS.
Bothell	BIS	324	Gender, Human Rights, and Global Cinema	5	VLPA/I&S, DIV					Examines cinematic narratives of human rights violations across the world, with a special focus on gender. Students will examine films in major filmmaking centers globally. Central to our discussions will be an application of interdisciplinary and critical perspectives on gender, human rights, social justice, postcoloniality, migrancy, borders, and race.
Bothell	BIS	325	Disability and Human Rights	5	VLPA/I&S, DIV					Considers the intersections between human rights discourse and disability studies in relation to questions of community formation and social action. Addresses three primary areas: the arts, activism, and the law.
Bothell	BIS	326	Race, Space, and Segregation	5	I&S					Explores intersections between race, human space (i.e, perceived, conceived, and lived
Bothell	BIS	327	History of U.S. Labor Institutions	5	I&S					Examines the evolution of the institutions that have shaped labor. Discusses indentured servitude, slavery, apprenticeship, schooling, wage labor, unions, and the laws that surround each of these institutions.
Bothell	BIS	328	Diversity, Leadership, and Engagement	1	DIV		BEDUC328			Explores theories and practices of diversity, leadership, and engagement. Provides opportunity for leadership development and academic reflection in relation to initiatives in which students work on questions of diversity and campus or community engagement. Recommended: BIS 255/B EDUC 255. Offered: jointly with B EDUC 328.
Bothell	BIS	329	Topics in Mathematics Across the Curriculum	5						Examines mathematical theories and concepts within their historical and cultural contexts. Topics vary with instructor and may include mathematical symmetries, the organization and modeling of space, cryptology, mathematical models of social decision making, and/or theories of change and strategy.
Bothell	BIS	330	Democratic Capitalism in the United States	5	I&S					Critical examination of the relationship between three political perspectives (libertarian, liberal and radical
Bothell	BIS	331	Journalism and Media History	5	I&S/VLPA					Examines histories of journalism, media and communication. Emphasizes important trends, moments, decisions, and issues in United States journalism's more than 200-year history. Addresses ideologies, practices, law, ethics, technologies operating within journalism and media culture.
Bothell	BIS	332	Global Digital Industries	5	I&S					Provides critical understandings about global digital industries as political, economic and cultural institutions. Taking a political economy approach, the course foregrounds the power dynamics, social relations and policy controversies that enable and constrain the practices in digital production, distribution, consumption and regulation across national borders.
Bothell	BIS	334	Traditional Chinese History	5	I&S					History of traditional China from earliest times to the beginning of the Qing dynasty. Covers the birth and development of the principal social, economic, and political institutions in China. Also treats the principal cultural and scientific achievements of China, and the philosophical traditions which have dominated East Asia.
Bothell	BIS	335	Human Rights in America	5	I&S, DIV					Study of the literature of civil liberties, civil rights, and human rights in the United States. Examines the way writers try to justify specific rights and to communicate the need for social change in American society.
Bothell	BIS	336	History of Mass Incarceration in the United States	5	I&S, DIV					Explores the rise of mass incarceration across economic, legal, political, and social terrains. The class situates mass incarceration in a longer history of American approaches to punishment and includes a focus on how these issues have manifest in Washington state.
Bothell	BIS	337	Risk and Resilience	5	I&S					Provides an overview of the psychological study of development in the context of adversity. Studies pathways that lead to maladjustment and processes that lead to positive adjustment, and considers social policy and preventative programs.
Bothell	BIS	338	Political Institutions and Processes	5	I&S					Studies the nature, structure, and functions of political institutions. Develops a theoretical and empirical analysis of both formal (state and government
Bothell	BIS	339	Issues in Global Cultural Studies	5						Examination of various topics and approaches to the study of culture in a global context. May include the study art, literature, theater, cultural history, music history/ethnomusicology, and/or cultural anthropology/geography. Topics and approaches may vary with instructor.
Bothell	BIS	340	Approaches to Cultural Research	5	VLPA/I&S					Examines different approaches to understanding the production and consumption of culture and cultural practices. Invites students to evaluate cultural research, to experience with different research methodologies, and to carry out research assignments. Explores ethnographic, textual, and arts-based methods.
Bothell	BIS	341	Topics in the Study of Culture	5						Examines the study of cultural forms, artifacts, and practices. May include art, art history, literature, theater, music history, ethnomusicology, dance, and/or religion. Topics and approaches may vary with instructor.
Bothell	BIS	342	Geographic Information Systems	5	I&S					Examines the concepts and methods of geographic information systems (GIS
Bothell	BIS	343	Geographic Visualization	5	I&S, QSR					Focuses on different geovisualization techniques to represent physical, social, and cultural phenomena associated with spatial data and designing maps. Addresses GIS programs and explores how geovisualization can be applied to various research and policy areas.
Bothell	BIS	344	Intermediate Geographic Analysis and Applications	5	NW, QSR			BIS342		Provides intermediate level training in Geographic Information Systems (GIS
Bothell	BIS	345	American Environmental Thought	5	I&S					Explores the development of current ideas about nature and the relationship between humans and the natural world, as expressed in literature and other cultural forms. Emphasizes historical, cultural, philosophical, and global dimensions of American environmental thought, along with implications for human interactions with the environment.
Bothell	BIS	346	Topics in Environmental Policy	5						Explores specific topics in environmental policy in an interdisciplinary context, combining considerations of politics, policy, economics, and science. Emphasizes quantitative analysis and scientific method.
Bothell	BIS	347	History of American Documentary Films	5	VLPA/I&S					Exploration of the important technological and cinematic innovations of non-fiction films within their cultural contexts, and examination of theoretical issues such as objectivity and the blurred line between fact and fiction. Stresses the skills necessary for the critical evaluation and interpretation of documentary films.
Bothell	BIS	348	Cultural Psychology	5	I&S					Addresses the ways that cultural traditions and social practices both reflect and transform psychological experience. Examines both new theoretical and empirical work in cultural psychology and the intellectual roots of cultural psychology. Explores the implications of a cultural perspective for the larger projects/concerns of the field of psychology.
Bothell	BIS	349	Personality Psychology	5	I&S			PSYCH203,PSYCH303		Introduces the field of personality psychology and the scientific study of psychological individuality. Addresses three key approaches to personality; basic traits; motives, goals, schemas, and tasks; and broad and culturally shaped life stories that provide identity, purpose, and meaning. Integrates classical personality theories and contemporary research in the field. Prerequisite: Not open for credit to students who have taken PSYCH 203 or PSYCH 303 at the Seattle Campus.
Bothell	BIS	350	The Concept of Number	5	NW, QSR					"Explores the concept of number from an historical perspective and the modern mathematical perspective. Stresses the new properties of ""'number""', starting with counting numbers and progressing to the concept of a field."
Bothell	BIS	351	Topics in American Culture	5	VLPA					Explores a particular topic in American culture that highlights the methodological tools needed to integrate the interpretation of cultural texts, including literature, film, music, and art, with their historical contexts.
Bothell	BIS	352	Mapping Communities	5	I&S					Uses mapping and other methods to examine the concept of community. Explores the intersections of life in urban areas including perception and interaction with built environments, political and economic relationships, and social and cultural ties.
Bothell	BIS	353	Human Rights in Theory and Practice	5	I&S					Introduces political, economic, legal, and cultural aspects of the theory and practice of human rights. Students will explore, critique, and develop theories of human rights.
Bothell	BIS	354	Modern European Intellectual History	5	VLPA/I&S					Study of key figures and intellectual debates of Western modernity, and of major literary movements (romanticism, realism, modernism
Bothell	BIS	355	History of Science and Technology	5	I&S					Introduces the historical development of science and technology and their interaction with social, cultural, and political forces across time and space.
Bothell	BIS	356	Ethics and the Environment	5	I&S					"Examination of the ""environmental crisis"" and associated social conflicts, tracing them to their philosophical roots. Focuses on the facts of the current situation, on classic and recent readings from the environmental literature, and on ethical responses to current issues."
Bothell	BIS	357	Native American Religious and Philosophical Thought	5	I&S					An exploration and comparison of religious and philosophical themes developed by tribal people in the New World; an analytical examination of various forms of religious and philosophical expression and how they relate to our human sense of an existing moral order.
Bothell	BIS	358	Issues in Environmental Science	5	I&S/NW					Explores environmental problems from stratospheric ozone depletion to the preservation of endangered species to acid rain. Focuses on methods of analysis from the physical and life sciences as well as economics, psychology and related fields. Examines issues within their larger social, historic, and political contexts.
Bothell	BIS	359	Principles and Controversies of Sustainability	5	I&S					Focuses on the challenges, principles, and controversies of sustainability. Analyzes the sustainability issues, identifying the values underlying societal actions and conflicting perspectives, and considers the ecological, ethical, and human well-being ramifications of following different sustainability proposals and cultural trajectories.
Bothell	BIS	360	Pollinator Diversity and Conservation	5	NW					Examines the critical roles that animal pollinators play in maintaining biodiversity and healthy agricultural systems. Focuses on the study of plant-pollinator relationships, the threats facing pollinators and efforts to conserve, protect and restore pollinators and their habitats. Requires field work and close observation of native bees and honeybees in an outdoor setting.
Bothell	BIS	361	Studies in American Literature	5	VLPA					Examines important literary movements and literary genres with attention to their historical context. Emphasizes issues of race, class, and gender.
Bothell	BIS	362	The United States-Mexico Borderlands: Culture, History, Theory	5	I&S					Focuses on the formation of the United States-Mexico border region as a process shaped by contested historical, cultural, and political forces. Examines how cultural contact, conflict, and negotiation in the borderlands have given rise to new social formations, identities, and ideologies.
Bothell	BIS	363	Politics and Popular Music	5	VLPA					Explores the role that music has played and continues to play in political action and the contestation over political power. Focuses on key national and international political movements and examines the songs, music genres, and artists that have played important roles in those movements.
Bothell	BIS	364	Realities and Representations of Adolescent Development	5	I&S					Uses research and theories from adolescent psychology to learn about adolescent development and critically evaluate the ways adolescents are depicted in society.
Bothell	BIS	368	Women's Lives in Context	5	I&S, DIV					Examines gender as a psychological and social factor that influences women's experiences in different contexts. Cuts across multiple disciplinary areas by taking women-centered approaches. Emphasizes understanding of how intersections between social categories such as gender, race and ethnicity, sexual orientation, socioeconomic status, and its impact on women's psychological well-being.
Bothell	BIS	370	Nineteenth-Century American Literature	5	VLPA					Examination of significant writers and literary developments within nineteenth-century American culture and society. Addresses issues surrounding the formation of an American literary canon. Stresses themes and methods for advanced literary interpretation within American Studies.
Bothell	BIS	371	Twentieth-Century American Literature	5	VLPA					Examination of significant writers and literary developments within twentieth-century American culture and society. Addresses issues surrounding the formation of an American literary canon. Stresses themes and methods for advanced literary interpretation within American Studies.
Bothell	BIS	372	Representation, Colonialism, and the Tropical World	5	I&S/VLPA					Examines representations of the tropical world across a range of textual objects, such as painting, photography, literature, ethnography and film.
Bothell	BIS	373	Cultural History of Rome	5	VLPA/I&S					Intense study of the urban space of Rome as a cultural center from its origins to the modern era. Examines Roman influence over time covering the republican, imperial, and papal phases of this city as illustrated through the visual record of buildings, gardens, sculpture, mosaics, and paintings.
Bothell	BIS	374	Middle East Politics	5	I&S					Examines major socio-economic and political themes in the Middle East from colonialism to the present. Topics may include: emergence of republics/monarchies, gender and patriarch in the Middle East, Arab Nationalism, Palestinian-Israeli conflict, politics of oil, and political Islam.
Bothell	BIS	375	Mexican Art and Culture	5	VLPA/I&S					Studies the art, politics, and culture of modern Mexico with an emphasis on 1900 to the present.
Bothell	BIS	378	The Language of Poetry	5	VLPA					Study of how poetic meanings are formed and interpreted. Explores different forms of poetry within diverse cultures and historical times.
Bothell	BIS	379	American Ethnic Literatures	5	VLPA/I&S, DIV					 VLPA/I&S, DIVA comparative study of multiple ethnic literatures within American culture and society. Addresses issues surrounding the formation of an American literary canon. Stresses themes and methods for advanced literary interpretation within American Studies.
Bothell	BIS	380	Bioethics	5	I&S					Explores concepts and questions in the field of bioethics and addresses key debates from different philosophical, social, and cultural perspectives.
Bothell	BIS	381	The History of Life	5	I&S/NW, QSR					Explores the principles of evolution by examining the fossil record, focusing on how past events shaped today's biodiversity. Engages with contemporary controversies regarding scientific literacy.
Bothell	BIS	382	The Visual Art of Biology	5	VLPA/NW					Explores the intersection of biology and art through representations of nature in illustrations, photography, and film. Examines the effect of technological discoveries such as the telescope, microscope, and camera that shape and enhance our representations of nature.
Bothell	BIS	383	American Art and Architecture	5	VLPA					Explores major trends in American art comprising painting, sculpture, architecture, urban design, and the decorative arts from 1600 to present.
Bothell	BIS	384	Health, Medicine, and Society	5	I&S					Examines health, disease, and healing as social phenomena. Explores the nature and experience of illness through the study of patients, communities, healthcare providers, and medical systems in different cultural, social, political, and economic contexts.
Bothell	BIS	385	Art and Climate Change	5	VLPA					Studies how artists and scientists respond to historic and contemporary landscapes, revealing the human and environmental challenges that inform our ideologies. Explores the implications of a changing planet - in light of new information, new circumstances and new challenges.
Bothell	BIS	387	Women and American Literature	5	VLPA					Study of women writers and the ways women have been portrayed in literary texts. Focuses on certain themes, such as selves and subjectivities, or on writers from specific historical, economic, ethnic, or racial backgrounds.
Bothell	BIS	388	Literature in Translation	5	VLPA					Examines global literatures written in languages other than English in translation. Emphasizes cross-cultural perspectives and theories. Encourages students to think critically about both the politics and practice of reading translated texts.
Bothell	BIS	389	American Indian Literature	5	VLPA/I&S					 VLPA/I&SA survey of both traditional and contemporary American Indian Literary genre; oral and written modes of expression, including oral narratives, autobiography, oratory, traditional and contemporary poetry, fiction.
Bothell	BIS	390	Ecology and the Environment	5	NW					 NWA general introduction to ecology. Introduces the principles that govern how organisms interact with each other and with their surroundings.
Bothell	BIS	391	Environmental History of the Pacific Northwest Bioregion	5	I&S					Examines the history of the relationships between humans and their environments in the Pacific Northwest, from the time of earliest human inhabitants to the present, with particular reference to current environmental and resource issues.
Bothell	BIS	392	Water and Sustainability	5	I&S/NW					Provides an understanding of past and present water challenges and some of the possible opportunities for solving them. What is the state of water in the United States and how did we get to this point? Examines the future prospects for wisely using water resources.
Bothell	BIS	393	Special Topics	3						Various topics designed to respond to faculty and student interests and needs.
Bothell	BIS	394	Comparative Economic Development	5	I&S					Introduces a variety of issues affecting Third World economies in a framework that emphasizes their particular and varied post-colonial histories. Draws on economic theory, cultural and economic anthropology, literature, and other sources to understand institutions and sources of change in these economies.
Bothell	BIS	395	Environmental Change in Washington State	5	I&S/NW					Examines issues in science, society, technology, and policy that impact the future of natural ecosystems and their relationship to human communities in Washington State. Issues include climate change, urban sprawl, environmental policies, management of natural resources, and loss of agricultural lands.
Bothell	BIS	396	Topics in Sustainability	5						Examines topics in sustainability. Includes social, political, historical, cultural, artistic, economic, or scientific explorations of sustainability issues.
Bothell	BIS	397	Topics in Environmental Studies	5						Examines topics in Environmental Studies. Includes social, political, historical, cultural, artistic, economic, or scientific explorations of environmental issues.
Bothell	BIS	398	Directed Study/Research	1						Opportunity for directed group or individual research on a topic/theme mutually agreed upon by instructor and student.
Bothell	BIS	399	Portfolio and Career Development	2	I&S			BIS300		Explores connections between academic and career portfolio development. Students assemble, critically reflect on, discuss, and present their work in these two contexts. Prerequisite: BIS 300.
Bothell	BIS	402	Modern China	5	I&S					History of modern China since the beginning of the Qing dynasty, 1644 to the present. Focuses on the major social, political, and economic developments, and on the relationships between ideas and institutions. Topics include the impact of the West and changes resulting from internal causes.
Bothell	BIS	403	Washington D.C. Seminar on Human Rights	5						Examines human rights as a philosophical concept, an historical movement, and a contemporary political phenomenon, both in its inherently international scope and in its distinctly U.S. expression in congressional and executive-branch processes. Uses expert guest speakers, both on campus and in Washington, D.C., as major learning resources, along with readings and written assignments.
Bothell	BIS	405	Environmental Education	5	NW					Analyze various environmental programs and prepare an individualized project. Learn to apply ecological concepts in the classroom and learn how to teach about various environmental education programs.
Bothell	BIS	406	Urban Planning and Geography	5	I&S					"Examines historical and modern conceptualizations of ""'urban""', covering topics such as urban systems, urban forms, urban ecologies, urban planning, and urbanism. Investigates the integration of built forms; human interactions; and the environmental, social, political, and economic aspects of urban places."
Bothell	BIS	407	Children's Literature and Reader Response Criticism	5	VLPA					Studies children's literature and its use in classrooms. Explores theories of reader response and the design of response-based activities.
Bothell	BIS	410	Topics in Qualitative Inquiry	5	I&S					Provides a background for understanding qualitative inquiry. Focuses on ethnographic inquiry and interpretative cultural analysis. Discusses forms of data collection such as observation, participant observation, and interviewing. Also stresses strategies for data analysis and for handling qualitative data.
Bothell	BIS	414	Topics in Human Rights	5	I&S					Explores a critical issue of human rights theory and practice and its intersection with the other fields of thought and disciplines. Topics may include such issues as the rights of children, workers, or women; or the relationship of human rights to democracy, globalization, and the arts.
Bothell	BIS	415	Public Policy and Law	5	I&S					Examines the different histories of and processes by which law and public policy create rules that govern a society. Discusses the nature and influence of law and policy in our society via a sociological perspective.
Bothell	BIS	417	Paris: The City and Its History	5	I&S/VLPA					Explores the issues of urban culture and history in the city of Paris. Uses pertinent primary and secondary texts to explore why Paris has been regarded as the jewel of European cities and what constitutes its sense of place.
Bothell	BIS	418	Masculinity, Homoeroticism, and Queer Theory in American Culture	5	VLPA					Exploration of the shifting and contradictory images and ideas of masculinity in American culture, focusing especially on the way masculinities are constructed in relations between men. Emphasizes advanced methods in American Studies.
Bothell	BIS	419	Urban Politics and Policy	5	I&S					Examines the historical, economic and ideological foundations for urban governance within the American political system. Compares and contrasts urban politics and public policy implementation in selected U.S. cities and regions. Special emphasis on policy issues affecting political and economic development and the distribution of political power and social benefits.
Bothell	BIS	420	Colonizing History in Sub-Saharan Africa	5	I&S					Considers the history of colonization in Africa and the writing of that history, dealing with debates around post-colonial theory. Provides a better understanding of how relationships between Sub-Saharan Africa and other parts of the world have developed, and how we have come to understand those relationships.
Bothell	BIS	421	Technology Policy	5	I&S					Examines the role of public policy in managing the tradeoffs between benefits and risks of new technology. Discusses how to evaluate U.S. technology policies against the standards of democracy, economic efficiency, and social justice.
Bothell	BIS	422	Clinical Psychology	5	I&S			BIS270		Explores the intellectual, emotional, biological, psychological, and behavioral aspects of human functioning. Topics include maladjustment and adjustment, discomfort, disability, and adaption. Specifically addresses assessment and diagnosis; theory and strategies of intervention; ethics and standard, research methods; and training and specializations. Prerequisite: BIS 270.
Bothell	BIS	424	Topics in American Studies	5						Examination of a specific topic in order to provide a deeper understanding of a particular aspect of American culture.
Bothell	BIS	425	Topics in U.S. Social and Political History	5	I&S					Intensive examination of a particular topic on American institutions, ideologies, movements, and social conditions.
Bothell	BIS	431	Issues in Sexual Politics and Cultures	5	I&S					Examines the ways that sexual beliefs, practices, identities, and behaviors are connected to various cultural, economic, political, and historical forces. Ideally builds on students' previous critical study of sex and sexuality, either at the UW or elsewhere. Specific focus and topic varies with instructor.
Bothell	BIS	433	Gender, Work, and Family	5	I&S, DIV					Examines the interlocking institutions of gender, work, and family. Explores the impact of changing patterns of work on the lives of men and women and the effect of changes in work and occupations on demography and family patterns.
Bothell	BIS	434	Psychology and the Visual Arts	5	VLPA/I&S					Explores the visual arts experience in many of its psychological, social, and cultural dimensions. Topics include visual perception and cognition, the process of assigning personal meaning and value to art, and the role of the visual arts in individual and community identity development and change efforts.
Bothell	BIS	436	Comparative Family Systems	5	I&S					Provides comparative analyses of family life in various cultures and societies. Topics include family organization, family and kinship structure, marital and parent-child relationships, socialization, aging and familial roles. Examines methods for conducting comparative research.
