Campus	Department Name	Course Number	Course Name	Credits	Areas of Knowledge	Quarters Offered	Offered with	Prerequisites	Co-Requisites	Description
Tacoma	TEGL	304	Indigenous Ethnoecology	5	I&S, DIV					Explores traditional Indigenous knowledge as a process, rather than as content. Demonstrates the importance of bridging traditional ecological knowledge to western ecology, and highlights the cultural and political significance of such knowledge for Indigenous groups themselves.
Tacoma	TEGL	305	The American Indian Movement	5	I&S, DIV					Traces the American Indian Movement from its beginning to its legacy using period specific literature. Explores what writings inspired the American Indian Movement and what writings the movement inspired. Dedicates a significant portion of the class to student-centered research on the local AIM movement.
Tacoma	TEGL	306	Indigenous Peoples of the Pacific	5	I&S, DIV					Explores issues involving the Pacific Islands region, also known as Oceania, and the Indigenous peoples. Introduces students to the geography, societies, histories, cultures and contemporary issues of Oceania, including Hawai'i. Expands students' knowledge of the region and provide insights into Pacific Islander communities.
Tacoma	TEGL	340	Intersections: Race, Gender, and Sexuality in a Global Perspective	5	I&S, DIV					Examines the interrelationship between gender, race, class, sexuality, religion, and nationality and how these concepts vary across cultures. Focuses on the political, social, and cultural impact of large historical processes, such as capitalism and imperialism; slavery; nationalism; transnationalism; globalization; war and violence; and migration and diaspora.
Tacoma	TEGL	365	Indigenous Ethnobiology	5	I&S, DIV					Examines Indigenous ethnobiology - cultural knowledge of plants and animal - and the nature of traditional knowledge through the use of plants (ethnobotany
Tacoma	TEGL	380	Gender and Sexuality Across Cultural and Historical Contexts	5	I&S, DIV					Examines the embodied performances and politics of gender in a variety of contexts. Explores different definitions, constructions, and theoretical perceptions of gender and sexuality. Develops a deeper understanding of gender and sexuality in different cultures and historic moments through sociological and historical comparisons.
Tacoma	TEGL	401	Critical and Indigenous Methodologies	5	I&S, DIV					Explores how diverse indigenous and non-indigenous voices informed research, policy, politics, and the transformative frameworks of social justice. Examines the history of critical and indigenous theories and how it came to inform and impact qualitative research, and emphasizes reflective and applied learning.
Tacoma	TEGL	419	African-American Culture and Consciousness	5	I&S, DIV					Examines African-American culture and consciousness from slavery to present. Readings focus on the construction of African-American culture, racial identity, social consciousness, political thought, oppression and resistance, and the confluence of race, class and gender in shaping cultural expressions such as Blues, Jazz, Hip-Hop and aesthetics.
Tacoma	TEGL	435	Migration in the Modern World: Migrants, Immigrants, and Refugees	5	I&S, DIV					Examination of the dynamics of international migration in the modern world, with a focus on selected sending and receiving societies (western and non-western
Tacoma	TEGL	464	Indigenous Health, Political Ethnoecology and Governance	5	I&S, DIV					Examines the historical and indigenous (American Indian, Alaska Native, First Nations, Maori and Aboriginal
Tacoma	TEGL	498	Study Abroad: Intersections	5						Explores intersectionality of differing social categories such as race, gender, ethnicity, class, religion, sexuality and so on in international local(es
Tacoma	TFILM	201	Introduction to Film Studies	5	VLPA					Introduction to the languages and forms of cinema. Topics include narrative and non-narrative film; mise-en-scene, cinematography, and editing; the soundtrack; film directors, genres, and historical movements.
Tacoma	TFILM	220	Film and the Arts	5	VLPA					Examines connections between film and other art forms, such as literature, painting, music and theater/performance. Emphasizes methods of interpretation and critical theory in studying the relationships of artistic expression.  Examines/may examine the work of major directors, writers, and artists, as well as examples at local museums and performance spacesd.
Tacoma	TFILM	280	Hollywood Cinema I: Hollywood's Golden Age 1930-1959	5	VLPA					Examines the vast changes in film and society from 1930 to 1959, during the Golden Age of Hollywood. Considers films as art, as responses to social, political, economic, technological, and cultural conditions. Analyzes the coming of sound, the studio and star system, the Production Code, and genres.
Tacoma	TFILM	281	Hollywood Cinema II: Post-Classical Hollywood 1960-2000	5	VLPA					Examines the changes in film and society from 1960 to 2000. Considers films as art, as responses to social, political, economic, technological, and cultural conditions. Analyzes the rise and impact of underground films, television, CGI, the civil rights movements, the Vietnam war, the Reagan era, and the Persian Gulf war.
Tacoma	TFILM	348	Film and Human Values	5	VLPA/I&S					Examines contemporary and classical films in order to explore how they might disclose different dimensions of human meaning, value, virtue or their opposites. Analyzes how film has become a major part of twentieth-century existence, experience and expression. Views, discusses and analyzes selected films.
Tacoma	TFILM	350	Screenwriting	5	VLPA					Introduction to the fundamentals of theme, plot, character, and dialogue in writing for film and television. Students develop scripts, focusing on one central conflict, working in a workshop class format.
Tacoma	TFILM	377	Spanish Film	5	VLPA					Examines the ways in which Peninsular Spanish film reflects history, society, class, and gender issues. Develops understanding of film as an art form within a specific cultural context. Films in Spanish with English subtitles. No knowledge of Spanish required.
Tacoma	TFILM	386	Silent Cinema	5	VLPA					Surveys film history from 1895 to 1927. Studies masterpieces of international cinema in historical, aesthetic, technological, and social contexts.
Tacoma	TFILM	387	World Film 1927-1959	5	VLPA					Examines major cinematic movements, trends, and individual works between 1927 and 1959. Considers films as art; as responses to social, political, economic, technological, and cultural conditions; and as transnational media phenomena.
Tacoma	TFILM	388	World Film 1960-2000	5	VLPA					Examines major cinematic movements, trends, and individual works between 1960 and 2000. Considers films as art, as responses to social, political, economic, technological, and cultural conditions, and ad transnational media phenomena.
Tacoma	TFILM	420	Contemporary World Cinema	5	VLPA					Study of trends in current international cinema: genres, geographical areas, technology, economics, and criticism.
Tacoma	TFILM	434	Disability in Film	5	VLPA, DIV					Examines the intersection of disability and film to consider how cinematic representations shape, reflect, perpetuate or challenge ableist ideas about persons with disabilities. Considers intersections with race, gender, sexuality, class, and disability.  Emphasizes methods of interpretation and analysis from a variety of perspectives from disability studies and film studies.
Tacoma	TFILM	436	Feminist Perspectives in Film and Literature	5	VLPA, DIV					Introduces students to feminist theories of representation and methods of analysis. Examines film and literature from Feminism's First Wave (late 19th-early 20th century
Tacoma	TFILM	438	Gender and Sexuality in Film	5	VLPA, DIV					Examines the intersection of gender, sexuality, and film to consider how cinematic representations shape and reflect ideas about masculinity, femininity, heterosexuality, and homosexuality, as well as social identities that fall outside these categories.
Tacoma	TFILM	440	Writing Film Criticism	5	VLPA			O300		Explores the practice of film criticism through intensive reading and discussion of films and through writing and peer reviewing. Builds and understanding of the differences between film reviewing and criticism, and the importance of audience, style and approach. Prerequisite: One 300 or 400 level film class.
Tacoma	TFILM	481	Film Theory and Aesthetics	5	VLPA			TFILM220,TFILM272,TCOM347,CMS270,CLIT270		Examines 20th century's major film theorists' conception of the raw materials, forms, and values and effects of the film medium. Considers how critical theory adds to the understanding and enjoyment of film. Explores how commercial and experimental films exemplify and challenge ideas presented in readings. Prerequisite: T FILM 220, T FILM 272, TCOM 347, CMS 270, or C LIT 270.
Tacoma	TFILM	483	Film Directors	5	VLPA					"Examines the idea of film authorship: does film, most often an industrial and collaborative medium, allow for the director's ""individual"" expression? Can we speak of a Woody Allen film in the same way that we speak of a Shakespeare play or a Jane Austen novel?"
Tacoma	TFILM	485	Media Genres	5	VLPA					Study of genre, the thematic classification of films (e.g. westerns, musicals
Tacoma	TFILM	487	Cinema, Time, and Memory	5	VLPA					Examines the flowering of time related themes in contemporary cinema (acknowledging that all of cinema is, in essence, time travel
Tacoma	TFILM	499	Special Topics in Film Studies	5	VLPA					Offered occasionally by permanent or visiting faculty members. Topics vary.
Tacoma	TGEOG	101	Introduction to Geography	5	I&S					Broad introduction to the field of geography within the context of globalization. Topics include the relationship between humans and their environment, the role of culture in landscape change, economic development, geopolitics, and urban systems.
Tacoma	TGEOG	210	Geographies of Global Change	3	I&S					Introduces aspects of the economic, political, social, and environmental changes the world is experiencing and the new geographies being brought about by these changes. Includes such topics as population growth, environmental degradation and sustainability, food security, urbanization, poverty and inequality, development, the geopolitical arena, and the role of international organizations.
Tacoma	TGEOG	321	Urban Geography	5	I&S					Examines the spatial organization of cities in relation to the economic, social, cultural, and political forces that shape them. Includes such topics as the evolution of cities, perceptions of urban space, gentrification, race and housing, homelessness, social exclusion, urban redevelopment, suburbanization, and planning. Emphasizes U.S. cities.
Tacoma	TGEOG	349	Geography and International Trade	5	I&S					Introduces theories, policies, geographic patterns, and practices of international trade and foreign direct investment. Topics include: trade theory and policy; economic integration; currency markets and foreign exchange; trade operations and logistics; the international regulatory environment; and marketing, location and entry, and finance, accounting, and taxation. Equivalent to GEOG 349.
Tacoma	TGEOG	352	Cultural Geography	5	I&S					Cultural components and the analysis of the role of culture in the formation of landscape patterns and the development of a sense of place. Emphasizes issues and problems generated by globalization.
Tacoma	TGEOG	403	Geography of the United States of America and Canada	5	NW					Regional study of the United States and Canada based upon physical and cultural features. Examines continental and regional variations in terrain, climate, vegetation, economic, and social life of the United States and Canada, with emphasis on geographical principles, sources of data, and techniques of investigation.
Tacoma	TGEOG	420	Gender, Space and Culture	5	I&S, DIV					"Considers gender differences in experiences of space and place; the relationship between gender, geopolitics, and geographies of cities, regions, nation-states, and other social institutions; and gender differences in ""making place"" and interacting with environments. It considers multiple and competing theoretical perspectives, but especially feminist and queer ones."
Tacoma	TGEOG	435	Contemporary Geopolitics	5	I&S					Explores geopolitical concepts and relates them to contemporary global issues and debates. Examines both the influence of geography on politics and the geography of politics.
Tacoma	TGEOG	440	Political Geography: Territory, State and Society	5	I&S	Sp				Introduction to political geography from the perspective of political economy and the politics of difference. Discusses both critical approaches to human geography and geographical interpretations of the state. Emphasizes spatial dimensions of capitalist development as mediated by urban, national and global politics. Offered: Sp.
Tacoma	TGEOS	107	Geohazards and Natural Disasters	5	NW					Provides a scientific foundation and understanding of the basic natural and physical processes driving what we perceive as geohazards and natural disasters. Cannot be taken for credit if credit received for TESC 107.
Tacoma	TGEOS	117	Physical Geology	6	NW					Examines the fundamental geological processes that govern how the earth works. Includes plate tectonics, the rock cycle, volcanism, seismicity, surface processes and earth resources. Includes required lab. Cannot be taken for credit if credit received for TESC 117.
Tacoma	TGEOS	215	Meteorology	5	NW					Introduces the processes that determine weather and climate. Provides an overview of basic meteorological principles and explore the cause of extreme weather conditions and air pollution problems locally and globally. Cannot be taken for credit if credit received for TESC 215.
Tacoma	TGEOS	216	Pacific Northwest Geology	5	NW					Explores the rocks, plate tectonics, and other geologic features, and evolution of the Pacific Northwest, including the Cacades, Columbia Plateau, Olympic Mountains, and Yellowstone. Laboratory includes rock identification, and interpretation of topographic and geologic maps of the Northwest. Cannot be taken for credit if credit received for TESC 316.
Tacoma	TGEOS	226	Pacific Northwest Geology Field Trip	1	NW			TESC316,TGEOS216,TESC326		One week field trip exploring rocks, plate tectonics, and evolution of the region, to include the Puget Sound, Cascades, Columbia Plateau, the Olympic Mountains. Includes rock identification, application of tectonic principles, and interpretation of geologic maps. Prerequisite: TESC 316 or T GEOS 216. Cannot be taken for credit if credit received for TESC 326.
Tacoma	TGEOS	227	Earth History	5	NW					Provides a scientific understanding of the physical and biological processes that have shaped the Earth over its 4.6 billion year history and relates this to issues facing society today. Cannot be taken for credit if credit received for TESC 227.
Tacoma	TGEOS	241	Oceanography	5	NW					Examines evolution, composition, structure, behavior and residents of the world's oceans, and geological characteristics of their residential basins. Covers all aspects of oceanography. Required lab section includes hands-on activities, computer simulations, discussion, student presentations, and field trips. Cannot be taken for credit if credit received for TESC 241.
Tacoma	TGEOS	243	Geography of the Physical Environment	5	NW					Investigates the physical and chemical processes that lead to Earth's diverse, dynamic landscapes. Introduces a geographic perspective on topics including climate and climate change, plate tectonics, mountain building, soils, hydrology, and coastlines, with a focus on the relationship between natural landscapes and habitats of living things, including humans. Cannot be taken for credit if credit received for TESC 243.
Tacoma	TGEOS	319	From Mountains to Sea: Comparative Volcanoes	7	NW			TCORE101,TWRT112,TWRT121		Examines different volcanic landscapes through comparative geologic field investigations and explores how geologic processes relate to local culture and history. Prerequisite: minimum 2.0 grade in either T CORE 101, TWRT 112, or TWRT 121.
Tacoma	TGEOS	335	Introduction to Geomorphology	6	NW			TESC117,TGEOS117,TESC243,TGEOS243;TMATH120,TMATH116,TESC335		Introduces students to geomorphology - the study of Earth-surface processes and landforms. Examines basic geomorphic concepts introduced and general landform environments including (fluvial, glacial, coastal, hillslopes, etc.
Tacoma	TGEOS	337	Environmental Geology	6	NW			TESC117,TGEOS117,TESC241,TGEOS241;TESC310,TBIOMD310,TESC337		Investigates the complex interactions between humans and their geologic environment. Examines environmental aspects of natural hazards, surface processes, geologic resources, and local geology. Required lab section includes hands-on activities, computer activities, student presentations, and field trips. Prerequisite: either TESC 117, T GEOS 117, TESC 241 or T GEOS 241; TESC 310 or TBIOMD 310, which may be taken concurrently. Cannot be taken for credit if credit received for TESC 337.
Tacoma	TGEOS	341	Climate Change	5	NW					Provides a scientific background to climate change. Emphasizes current global warming using examples of climate change from the geological record. Considers the impact of global warming together with policies and practices that address issues of global warming. Cannot be taken for credit if credit received for TESC 341.
Tacoma	TGEOS	343	The Atmosphere and Air Pollution	6	NW					Explores processes determining weather and climate and investigates how these phenomena relate to air pollution. Presents and applies meteorological principles to understanding global/local air pollution issues. Required lab section: hands-on activities, computer simulations, discussion and student presentations and/or field trips. Cannot be taken for credit if credit received for TESC 343.
Tacoma	TGEOS	347	Environmental Earth Materials	6	NW			TESC117,TGEOS117;TESC151,TCHEM152;TMATH110,TESC347		Examines the physics and chemistry of materials that make up the solid Earth materials in environmental systems. Prerequisite: minimum grade of 2.0 in TESC 117 or TGEOS 117; minimum grade of 1.7 in TESC 151 or TCHEM 152; TMATH 110. Cannot be taken for credit if credit received for TESC 347.
Tacoma	TGEOS	415	Sedimentology	6	NW			TESC117,TGEOS117,TESC337,TGEOS337,TESC415		Detailed and comprehensive analysis of the field of sedimentology including surface processes, sedimentary petrology, sedimentary environments, and stratigraphy. Includes lab and field trips. Prerequisite: either TESC 117, T GEOS 117, TESC 337 or T GEOS 337. Cannot be taken for credit if credit received for TESC 415.
Tacoma	TGEOS	417	Field Geology	7	NW			TESC310;TESC117,TGEOS117,TESC337,TGEOS337,TESC417		Field -based knowledge of the geological environment of a specific region and an introduction to geological field techniques. 7 credit offerings are local, requiring in-class and 2 overnight field trips. 12 credit offerings will be based partially off-campus (may include international travel
Tacoma	TGEOS	419	Environmental Field Geophysics	7	NW			TESC310;TESC117,TGEOS117;TESC121,TPHYS121,TESC419		Investigates shallow subsurface geological and environmental features using wave- and potential-based geophysical surveys and physical principles. Prerequisite: TESC 310, which may be taken concurrently; TESC 117 or T GEOS 117; and TESC 121 or T PHYS 121.  Cannot be taken for credit if credit received for TESC 419.
Tacoma	TGEOS	445	Estuarine Field Studies	7	NW			TESC310,TESC445		Investigates saltwater estuarine systems with a focus on Pacific Northwest water-related issues. Uses intensive field studies to explore various aspects of the physical, chemical, biological and geologic conditions in a range of local saltwater environments in Puget Sound. Prerequisite: TESC 310, which may be taken concurrently. Cannot be taken for credit if credit received for TESC 445.
Tacoma	TGH	101	Introduction to Global Honors	2		A				Introduces students to the key concepts of globalization, the expectations of the Global Honors Program, and the value of an interdisciplinary, globally-engaged education. Provides information and access to student engagement opportunities and campus resources. Offered: A.
Tacoma	TGH	203	Themes in Global Honors	5						Explores connections between the local and global, and between the individual, the community, and the world, through a given theme. Draws on broad interdisciplinary and international perspectives.
Tacoma	TGH	300	Re-Orienting the Global	2	I&S					MillinProvides historically grounded introduction to such concepts as cultural imperialism, colonialism, post colonialism, capitalism, and globalization. Examines relevance of concepts in current global affairs. Provides information on study abroad and service-learning opportunities, as well as expectations of the Global Honors Program.
Tacoma	TGH	301	Global Honors	5	I&S					Examines the major intellectual and political movements that marked the human experience in the 20th century. Examines nationalism, fascism, and other political philosophies, as well as governments' relationships to the natural environment and to one another.
Tacoma	TGH	302	Global Imaginations	5	VLPA					"Accommodates the study of major themes, concepts, trends or techniques that permeate world literature, visual arts, music, dance, theatre and other forms of creative expression. The specific art forms and issues examined vary. Also considers marginalized forms of aesthetic expression that have generated cross-cultural debate about modern concepts of ""art"" and their relation to diverse forms of meaning and value."
Tacoma	TGH	303	Global Challenges	5	I&S					Examines major challenges facing the world in the 21st century. Covers contemporary issues as economic development, poverty and the distribution of resources, ecological concerns, public health, global conflict, nationalism, race, religion, and human rights.
Tacoma	TGH	399	Global Honors Study Abroad	3		A,W,Sp,S				Sp S.
Tacoma	TGH	490	Research Methods Seminar	2		A,W		TGH301;TGH302;TGH303		Methods seminar required for seniors in the Global Honors program who are preparing their senior thesis or project. Prerequisite: T GH 301; T GH 302; T GH 303. Offered: AW.
Tacoma	TGH	491	Thesis Symposium	1		W				Corequisite: T GH 494. Credit/no-credit only. Offered: W.
Tacoma	TGH	494	Thesis or Project for Global Honors -	4		A,W,Sp,S		TGH301;TGH302;TGH303;TGH490		Sp S.
Tacoma	TGH	496	Experiential Learning in Global Honors	5		A,W,Sp,S				Sp S.
Tacoma	THIST	101	Introduction to History Methods	5	I&S					Introduces students to historians' methods for researching and writing, including Chicago style, with a focus on formulating, researching, and writing a history research paper on a topic agreed upon by the student and the instructor related to the instructor's field(s
Tacoma	THIST	102	Introduction to Global Studies	5	I&S					Introduces interdisciplinary study of global phenomena and the basic methods for their assessment. Analyzes survey of trans- national, -regional, and -geographic trends, perspectives, and content topics. Emphasizes the mechanisms of the transmission and causal relations of social, cultural, political, and scientific developments and their respective spheres of influence.
Tacoma	THIST	111	The Ancient World	5	I&S					Origins of Western civilization to the fall of Rome.
Tacoma	THIST	112	The Medieval World	5	I&S					Political , economic, social, and intellectual history of the Middle Ages. Cannot be taken for credit toward a history major if HSTAM 331 or 332 or 333 previously taken.
Tacoma	THIST	150	World History: Prehistory to	5	I&S					Surveys the social, political, economic, and cultural history of the world from Prehistory to the 15th century. May not be taken if student has already taken TCXG 230.
Tacoma	THIST	151	World History II 1500 to Present	5	I&S					Surveys the social, political, economic, and cultural history of the world from the end of the 15th century to the present.
Tacoma	THIST	200	American History I, 1607-1877	5	I&S					Introduces , surveys, and analyzes American history from 1607-1877. Traces political, economic, social, and cultural trends of America's Colonial, Revolutionary, Early National, Antebellum, Civil War, and Reconstruction eras.
Tacoma	THIST	201	American History II, 1877-present	5	I&S					Introduces , surveys, and analyzes American history from 1877-present. Traces the major political, economic, social, and cultural trends of the American eras of Industrial Revolution, Progressivism, 1920s, FDR and the New Deal, World War II, Cold War, 1960s, and Reaganism to the present day.
Tacoma	THIST	202	Global Theories and Methods	5	VLPA/I&S					Familiarizes students with recent theories and methods toward understanding, interpreting, and analyzing interconnected causes and effect within the global sphere over extended periods of time.
Tacoma	THIST	203	Modern Europe in Global History	5	I&S					Examines modern European history in relationship to global history including cultural, intellectual, social, political, and economic interchanges between Europe, Asia, Africa, and the Americas since the European Renaissance.
Tacoma	THIST	212	American Military History I	5	I&S					Explores how early Americans conducted military campaigns from colonial times to 1939, looking at the impact of political, economic, cultural, historical, and technological factors shaping how America fought prior to WW II.
Tacoma	THIST	213	American Military History II	5	I&S					Explores how modern American conducts military campaigns from 1939 to the present looking at the impact of political, economic, cultural, historical, and technological factors shaping how America fought after WW II.
Tacoma	THIST	220	African American History 1619-1865	5	I&S, DIV					Examines the social, political, economic and cultural history of African Americans in the United States from 1619-1865. Covers West African origins, the trans-Atlantic slave trade, slavery in the Americans, African American identities, and Black life in the Ante-bellum era.
Tacoma	THIST	221	African-American History 1865-1945	5	I&S, DIV					Examines construction of the 'Jim Crow' system of racial segregation in the United States, from the Supreme Court's Plessy v. Ferguson decision legalizing segregation in 1896 to the court's Brown v. Board of Education decision overthrowing it in 1954. Examines African-American history, culture, and resistance to segregation in this period.
Tacoma	THIST	222	African-American History 1945-Present	5	I&S, DIV					Examines African-American history from 1945 to present. Focuses on African-American culture, racial identity, social consciousness, political thought, oppression and resistance, and the confluence of race, class, and gendering in shaping Black culture, politics, and society. Explores U.S. history through the lens of African Americans.
Tacoma	THIST	231	The Ancient Mediterranean World	5	I&S					Covers political, economic, social, cultural, and intellectual history of the Mediterranean geographic sphere from prehistory to the fall of the Roman Empire and the rise of the Byzantine Empire.
Tacoma	THIST	251	The Global Twentieth Century	5	VLPA/I&S					Surveys the interactive political, economic, cultural, and social developments that shaped the 20th-century world to the present.
Tacoma	THIST	260	Empires and Imperialism in World History	5	I&S					Examines world history of the Roman, Chinese, Mongol, Ottoman, and Modern European empires and imperialism from ancient to modern times. Themes include empire as historical pattern related to political, economics, and cultural spheres of influence and exchange.
Tacoma	THIST	270	Premodern East Asia	5	I&S					Examines premodern China, Japan, Korea and Vietnam from their earliest origins to the mid-eighteenth century. Considers social, cultural, political, economic and intellectual developments within a historical framework.
Tacoma	THIST	271	Modern East Asia	5	I&S					Examines Modern East Asia, focusing on China, Japan, Korea and Vietnam from the mid-eighteenth century to the present. Considers social, cultural, political, economic and intellectual developments within a historical framework.
Tacoma	THIST	280	German Cultural History	5	VLPA					Examines German cultural and social history from the Middle Ages to the post-unification era of the 21st century. Traces the broad development of German civilization through popular culture, literature, art, theater, film, music, and modern media.
Tacoma	THIST	290	A World History of Food	5	I&S					Examines a world history of food from the Agricultural Revolution to Industrialization including the Columbian Exchange and ecological imperialism with specific foci on key commodities like sugar. Connects human relationships to food with their historical and social, political, cultural, and economic meanings through time and place.
Tacoma	THIST	315	Industrialization and Reform	5	I&S					Examines the development of industrial capitalism and its effects on government, social institutions, workers and the environment, and on efforts to bring about reform. Provides a historical context for considering current debates about free markets versus planned or regulated economies.
Tacoma	THIST	320	Asian American History	5	I&S					Examines the histories, cultures, and literatures of Chinese, Japanese, Filipinos, Koreans, East Indians, and Southeast Asians in America from 1850 to 2009. Focuses on struggles of individual groups confronting widespread hostility and poverty. Explores how they established viable communities that continue to flourish to the third, fourth, and fifth generations.
Tacoma	THIST	322	American Labor Since the Civil War	5	I&S					Provides a history of workers and labor institutions from the era of industrialization to the post-industrial era, focusing on labor-management conflict, the rise and fall of unions, and on the role of government, the media, and other forces in determining events. Concludes with an assessment of labor today.
Tacoma	THIST	333	Early American Music, Art, Literature, and Theater	5	VLPA					Examines the cultural life of Americans from Colonial times to the eve of the Civil War. Includes topics such as Anglo/Celtic and Afro folk and church music, landscape and genre painting, regional and frontier literature, newspaper humor, popular culture, circus, Chautauqua, and minstrel shows.
Tacoma	THIST	336	Black, Labor, and Protest Music in Historical Perspective	5	VLPA/I&S					Presents distinctive musical traditions of African-American, labor and protest movements. Uses folk and protest music as a way to access and understand submerged elements of the American experience that are often ignored or lost to history. Reviews folk traditions embodied in American popular culture.
Tacoma	THIST	340	History of United States-American Indian Relations	5	I&S					Examines the interrelations between Native Americans and European immigrants since 1500. Explores conflicts and problems in Indian-White relations in a historical context. Includes an analysis of Indian policy and major legislation, with a special focus given to the consequences generated for contemporary Indian education and religion.
Tacoma	THIST	341	African-American History	5	I&S					Considers some of the major themes and periods in African-American history, as well as the history and present-day manifestations of racial oppression and stereotyping in American life. Includes history texts, classics of African-American literature, films and music, and intensive classroom discussion.
Tacoma	THIST	343	Vietnam and the 1960s	5	I&S					Examines the dissent and radicalism of the 1960s stemming from the Vietnam War, as well as civil rights and other causes. Explores various political questions pertinent to the 1960s through readings, films, music, and intensive discussion.
Tacoma	THIST	349	Minorities and Higher Education in American History	5	I&S					Analyzes materials pertaining to the impact of socio-economic, cultural, racial, ethnic, and gender diversity in the American educational  system.  Studies the development of U.S. policies which both historically excluded and included minorities, women, and the economically disadvantaged population in America.
Tacoma	THIST	350	Modern Germany Since 1848	5	I&S					Explores the history of the modern German nation state from the nineteenth century to the present; the rise of nationalism and the 1848 Revolution; the Bismark era, Imperial Germany, World War I, the Weimar Republic, the Nazi Regime, World War II, divided Germany, the post-war era, reunification, and Germany today.
Tacoma	THIST	356	History of Christianity	5	I&S					Examines Christian religion, including doctrine, practice, and church organization, from the time of Jesus Christ to the present, examining the religion's influence on culture, politics, and society.
Tacoma	THIST	363	Making of Russia	5	I&S					Considers historical, social, and cultural forces creating the Russian Empire. Examines Russia's Kievan past, Mongol era, rise of Moscow, the country's transformation under Peter the Great and his heirs, and social and political movements that resulted in the Tsarist system's collapse. Films, music, and slides supplement lectures and discussions.
Tacoma	THIST	364	Modern Russia	5	I&S					Explores Russia from Nicholas II through the Soviet era to contemporary Russia.
Tacoma	THIST	365	Europe in the Twentieth Century	5	I&S					Examines major political, social, and cultural developments in twentieth century Europe. Explores the two world wars, fascism and communism as alternatives to parliamentary democracy, the Cold War, and the post-war integration of Europe, with the support of primary sources including cultural artifacts.
Tacoma	THIST	366	Europe in the Twenty-First Century	5	I&S					Investigates the socioeconomic, environmental, political, and cultural conditions characterizing European integration since 1993.  Analyses causal factors and normative policies through readings of primary and secondary sources with an interdisciplinary focus on the history, structures, initiatives, and global relations of the EU.
Tacoma	THIST	372	Comparative Perspectives on East Asian and Latin American Development	5	I&S					Focuses on two important regions of the world, broadly comparing historical, cultural, and social experiences and relating these differences in experiences in specific Pacific Rim and Latin American countries. Examines how internal dynamics of these regions has shaped their standing in the world economy despite external political and economic constraints.
Tacoma	THIST	375	British Empire	5	I&S					Examines origins, expansion, and decline of British imperialism at home and abroad. Analyzes culture, society, economics, and politics of British imperialism using scholarly, popular, and primary sources from imperialists, anti-imperialists, colonists, and the colonized. Prerequisite: any 100- or 200-level T HIST course.
Tacoma	THIST	377	Art of the Americas	5	VLPA					The art of the United States, Mexico, and Canada is united by common historical events. Explores the painting, sculpture, and architecture of these three countries in the context of indigenous cultures, conquest and colonization, revolution, independence, and the search for national identity.
Tacoma	THIST	378	American Architecture	5	VLPA					Examines the architecture of the United States from early Native American structures to late twentieth-century buildings. Focuses on issues concerning style, technology, regionalism, functions, and reform to address the diverse forces that have shaped and continue to shape American architecture.
Tacoma	THIST	379	Modern Architecture	5	VLPA					Examines twentieth-century architecture and its origins. Focuses on issues concerning style, technology, urbanism, regionalism, function, and reform to address the diverse forces that have shaped modern architecture.
Tacoma	THIST	380	History Methods Research and Writing Seminar	5						Covers developing a thesis, designing an outline, doing preliminary research, and preparing a history senior paper proposal with annotated bibliography and literature review. Includes required field trips to archival repositories.
Tacoma	THIST	385	Russian Civilization	5	VLPA/I&S					Examines aspects of Russian culture from the perspective of individual Russian cultural figures. Includes: Andrei Rublev and Russian Orthodoxy; the Age of Pushkin; Turgenev and the Populist Tradition; Chaikovsky and the Development of a Russian National Music; the Cinema of Eisenstein; and Socialist Realism from Gorky to Rybakov.
Tacoma	THIST	410	Early American Politics, Constitution, and Law	5	I&S					Explores American political history from a variety of perspectives. Topics vary, including the American Revolution, Constitution and Bill of Rights, political party systems, Jacksonian democracy, nationalism and sectionalism, the Civil War and American laws and lawyers.
Tacoma	THIST	411	History of Religion in America	5	I&S					Examines the significance of religion in American society from European colonization to the twentieth century. Topics include Puritanism, revivalism, women, slavery, ethnicity and immigration, and pluralism.
Tacoma	THIST	413	Civil Rights, Civil Liberties	5	I&S					Examines the historic personal and community rights, or lack thereof, embodied in the Constitution and Bill of Rights. Focuses on the history of efforts to preserve, extend or undermine these rights and on the status of these rights today. May be repeated for credit with instructor's approval.
Tacoma	THIST	416	Life and Thought: Martin Luther King, Malcolm X, and Angela Davis	5	I&S, DIV					Explores the experiences and thinking of three well-known leaders of African-American protest in the 1960s. Interprets black radicalism in that era and the relationship of these three analysts and activists to their times and to the present.
Tacoma	THIST	417	United States History 1945-Present	5	I&S, DIV					Examines U. S. history from 1945 to present. Examines the social, political, and economic history of the nation. Focuses on the role of culture, social consciousness, political thought, and the confluence of race, class, and gender in shaping U.S. history. Focuses on new developments in American life.
Tacoma	THIST	420	African-American Religious History	5	I&S, DIV					Examines African-American religious practices from slavery to present. Focuses on the role of religion in African-American culture, racial identify, social consciousness, political thought, oppression and resistance, and the confluence of race, class, and gender in shaping Christianity, Islam, and traditional forms of African worship.
Tacoma	THIST	430	Introduction to Public History	5	VLPA/I&S					Introduces students to the major issues and questions addressed by historians who work in the public sphere. Includes the interpretation of history, the role of history in popular culture, issues and aims in exhibiting history, the politics of public history, and historic preservation. Prerequisite: any T HIST course.
Tacoma	THIST	437	Doing Community History	5	I&S					Involves the student in researching the history of the community, with particular focus on ethnic diversity. Includes primary research in libraries; interviewing residents; transcribing/editing oral memoirs; and writing history. Covers research skills, as well as sensitivity to community values and concerns. May be repeated with instructor's permission.
